date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:19:58	40856/40856	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c82-9f98%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:58	41038/41038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225eb02c82-a04e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/GothamProBold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:58	124872/124872	---M--	200	added ('OK')	application/octet-stream	etag:%225eb02c85-1e7c8%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/Verdana-Bold.ttf	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:59	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:19:58%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/fonts/erdana-Bold.eot	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:59	139734/139734	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c89-221d6%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/head_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:59	4733/4733	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-127d%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/pdf.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:19:59	11046/11046	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-2b26%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:00	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:19:59%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/bg_toch.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:00	1063/1063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c8c-427%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/tel.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:00	30907/30907	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78bb%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:00	100680/100680	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-18948%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/services_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:01	85654/85654	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-14e96%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/consultation_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:01	37071/37071	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8c-90cf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/technical_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:01	2366/2366	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-93e%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/h3_kv.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:01	5267/5267	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8a-1493%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:01	5585/5585	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c8b-15d1%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/scheme_polo2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:02	31423/31423	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225eb02c88-7abf%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/contacts_bg.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:02	104700/104700	---MCZ	200	added ('OK')	image/png	etag:W/%225ed12d96-198fc%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/cont_bg.png	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:02	30933/30933	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-78d5%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:03	18163/18163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb02c89-46f3%22	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_push-k.svg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/css/style.css)
21:20:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:02%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/shape/GET	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
21:20:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:02%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/shape/giItT1WQy@!-/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
21:20:03	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/shape/images/index.html	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/shape/pdf.html)
21:20:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC99E.3b.delayed	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:03%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A2.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A5.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:04	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A6.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A4.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:04%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9A3.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AD.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:05	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/663AC9AE.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_danfoss.svg)
21:20:06	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5872.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens.svg)
21:20:06	4205/4205	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Dec%202022%2019:20:05%20GMT	https://danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	G:/Code/tracker/test/danfoss-drives.com.ua/wp-content/themes/technosence/images/9DCC5871.jpg	(from https://danfoss-drives.com.ua/wp-content/themes/technosence/images/logo_techosens_f.svg)
